CATEGORY,NAME,Lat,Long
Leisure,Park:Shillapoo Wildlife Recreation Area,-122.754,45.701
Leisure,Park:Willamette Cove,-122.753,45.582
Leisure,Playground,-122.753,48.116
Leisure,Park:Johnswood Property,-122.746,45.601
Leisure,Park:Penrose Point State Park,-122.744,47.259
Leisure,Park:Vancouver Lake Park,-122.743,45.680
Leisure,Park:Montfort Park,-122.738,48.978
Leisure,Park:Harbor View City Park,-122.738,45.578
Leisure,Park:Abrams Park,-122.738,45.818
Leisure,Park:Peninsula Crossing Trail,-122.733,45.589
Leisure,Park:Oak Bay Park,-122.733,48.024
Leisure,Park:Skallman Park,-122.732,48.987
Leisure,Park:Lincoln Park,-122.729,48.995
Leisure,Park:Nisqually National Wildlife Refuge,-122.712,47.082
Leisure,Park:Nisqually State Wildlife Recreation Area,-122.712,47.095
Leisure,Picnic spot,-122.711,45.710
Leisure,Park:Otto Jarstad Park,-122.708,47.530
Leisure,Park:Moore Island City Park,-122.706,45.595
Leisure,Park:Paradise Point State Park,-122.704,45.867
Leisure,Beach:Pelican Beach,-122.701,48.600
Leisure,Recreation ground:Bay Club,-122.701,47.916
Leisure,Park:Portland International Raceway,-122.698,45.597
Leisure,Park:Eagle Island State Marine Park,-122.696,47.188
Leisure,Park:Delta Park West,-122.696,45.594
Leisure,Park:Washington Park,-122.696,48.498
Leisure,Park:Whipple Creek Park,-122.696,45.743
Leisure,Park:Havekost Monument,-122.695,48.493
Leisure,Park:Fort Flagler State Park,-122.695,48.097
Leisure,Park:Mystery Bay State Park,-122.694,48.059
Leisure,Park:Joseph Whidbey State Park,-122.692,48.329
Leisure,Playground:Fruit Valley Park,-122.692,45.645
Leisure,Beach:Sunset Beach,-122.691,48.502
Leisure,Park:Mocks Crest Property,-122.691,45.555
Leisure,Beach:Monroe Landing,-122.690,48.238
Leisure,Park:Lake Terrell State Game Refuge,-122.689,48.876
Leisure,Park:Sinclair Park,-122.688,47.556
Leisure,Park:Ebeys Landing National Historical Reserve,-122.688,48.214
Leisure,Park:Cutts Island State Park,-122.688,47.321
Leisure,Playground:Franklin Park,-122.686,45.664
Leisure,Park:East Beach Park,-122.683,48.056
Leisure,Attraction:Admirality Head Lighthouse,-122.681,48.161
Leisure,Park:William V Owens Sports Complex,-122.679,45.600
Leisure,Park:Kopachuck State Park,-122.678,47.316
Leisure,Park:Sumner-Albina City Park,-122.676,45.560
Leisure,Park:Sumner-Albina City Park,-122.676,45.560
Leisure,Park:Hidden Park,-122.676,45.649
Leisure,Park:Cone Islands State Park,-122.675,48.592
Leisure,Park:Rob Strasser Memorial Field,-122.675,45.597
Leisure,Playground,-122.674,45.569
Leisure,Picnic spot:Shelter A,-122.674,45.568
Leisure,Park:Lotus Isle City Park,-122.674,45.606
Leisure,Park:Salmon Creek Park,-122.674,45.711
Leisure,Park:Carter Park,-122.673,45.645
Leisure,Beach:West Beach,-122.671,48.741
Leisure,Park:DeNorval Unthank City Park,-122.670,45.551
Leisure,Beach:Anaco Beach,-122.667,48.486
Leisure,Attraction:The Amphitheater at Clark County,-122.667,45.743
Leisure,Park:Mallory Meadows City Park,-122.664,45.563
Leisure,Park:Leverich Park,-122.661,45.652
Leisure,Park:Columbia Children's Aboretum,-122.660,45.593
Leisure,Playground,-122.659,45.553
Leisure,Park:Lummi Marine Park,-122.659,48.725
Leisure,Park:Two Plum City Park,-122.659,45.553
Leisure,Park:Forest Ridge Park,-122.658,47.565
Leisure,Park:Fort Vancouver National Historical Site,-122.658,45.625
Leisure,Beach:North Beach,-122.655,48.401
Leisure,Playground,-122.654,45.573
Leisure,Park:Holman City Park,-122.653,45.568
Leisure,Park:Roselawn City Park,-122.653,45.561
Leisure,Park:Kitsap Memorial State Park,-122.652,47.818
Leisure,Park:Deception Pass State Park,-122.649,48.394
Leisure,Park:Hazel Dell Park,-122.648,45.672
Leisure,Park:Vernon Tank Playground,-122.647,45.555
Leisure,Park:Cranberry Lake Park,-122.647,48.501
Leisure,Park:Fire Station Playground,-122.646,47.516
Leisure,Park:Smith Park,-122.645,48.290
Leisure,Park:Arnold Park,-122.644,45.650
Leisure,Park:Kiwanis Field,-122.643,47.566
Leisure,Beach:Hermosa Beach,-122.643,48.727
Leisure,Park:Lebo Recreation Area,-122.642,47.584
Leisure,Park:Givens Playfield,-122.639,47.533
Leisure,Park:Bremerton Memorial Stadium,-122.639,47.575
Leisure,Park:Warren Avenue Playfield,-122.635,47.571
Leisure,Park:Roosevelt Field,-122.635,47.576
Leisure,Park:Stevens Canyon Park,-122.635,47.586
Leisure,Park:Clayton Playground,-122.634,47.539
Leisure,Park:Warren Avenue Playfield,-122.633,47.571
Leisure,Park:Evergreen Park,-122.633,45.638
Leisure,Beach:Neontawanta Beach,-122.631,48.711
Leisure,Park:Kid Valley Park,-122.630,46.365
Leisure,Park:Evergreen Park,-122.629,47.575
Leisure,Park:Sheridan Park,-122.623,47.581
Leisure,Park:Mount Erie Park,-122.623,48.457
Leisure,Attraction:USS Turner Joy,-122.623,47.565
Leisure,Park:East Park,-122.621,47.579
Leisure,Park:Bataan Park,-122.620,47.595
Leisure,Park:M James Gleason Memorial Boat Ramp,-122.619,45.601
Leisure,Park:Causland Park,-122.617,48.516
Leisure,Park:John Storvik Playground,-122.616,48.497
Leisure,Picnic spot,-122.612,47.524
Leisure,Playground,-122.612,47.524
Leisure,Park:Whitaker Ponds Natural Area,-122.612,45.573
Leisure,Picnic spot,-122.612,47.524
Leisure,Picnic spot,-122.612,47.524
Leisure,Park:Erv Lind Stadium,-122.605,45.556
Leisure,Beach:Broughton Beach,-122.605,45.600
Leisure,Park:Wintler Park,-122.604,45.611
Leisure,Park:Illahee State Park,-122.599,47.597
Leisure,Park:Farrell Marsh Park,-122.596,47.162
Leisure,Park:Wellington City Park,-122.594,45.553
Leisure,Park:South Whidbey Island State Park,-122.594,48.057
Leisure,Park:Pioneer Park,-122.594,48.842
Leisure,Park:Hovander Homestead Park,-122.590,48.834
Leisure,Park:Sunnyside Beach Park,-122.589,47.180
Leisure,Park:Roseway Parkway,-122.589,45.551
Leisure,Park:Sacajawea City Park,-122.587,45.559
Leisure,Playground,-122.582,47.346
Leisure,Park:Battle Point Park,-122.577,47.663
Leisure,Park:Tenwent Lake State Wildlife Recreation Area,-122.575,48.828
Leisure,Cinema:Galaxy Uptown,-122.575,47.300
Leisure,Park:Johnson Lake Property,-122.566,45.565
Leisure,Park:American Lake North County Park,-122.560,47.141
Leisure,Park:Old Man House State Park,-122.558,47.724
Leisure,Park:Mayfield Park,-122.557,46.533
Leisure,Park:Saddlebag Island State Park,-122.556,48.536
Leisure,Park:American Lake South County Park,-122.554,47.130
Leisure,Park:Senn's Dairy City Park,-122.548,45.555
Leisure,Park:Ike Kinswa State Park,-122.536,46.565
Leisure,Park:South Tacoma State Game Refuge,-122.535,47.189
Leisure,Park:South Tacoma State Game Farm,-122.535,47.187
Leisure,Playground,-122.535,45.611
Leisure,Park:Al Raught Park,-122.533,46.344
Leisure,Park:Fort Ward State Park,-122.526,47.586
Leisure,Park:Cedar Creek State Wildlife Recreation Area,-122.526,45.927
Leisure,Playground,-122.522,47.627
Leisure,Cinema:Bainbridge Cinema,-122.522,47.627
Leisure,Theater:Bainbridge Cinema,-122.521,47.627
Leisure,Park:Bench,-122.521,47.622
Leisure,Mooring line:Winslow Wharf Marina,-122.521,47.622
Leisure,Fountain:Public Pavilion Fountain,-122.521,47.627
Leisure,Park:Hoffstadt Creek Park,-122.521,46.338
Leisure,Park:Argay City Park,-122.520,45.552
Leisure,Park:Strathmore Park,-122.519,45.553
Leisure,Beach:Samish Beach,-122.519,48.575
Leisure,Theater:Bainbridge Playhouse,-122.518,47.626
Leisure,Picnic spot,-122.518,47.623
Leisure,Picnic spot,-122.518,47.623
Leisure,Picnic spot,-122.518,47.624
Leisure,Picnic spot,-122.518,47.624
Leisure,Playground,-122.518,47.624
Leisure,Picnic spot,-122.518,47.623
Leisure,Picnic spot,-122.517,47.623
Leisure,Picnic spot,-122.517,47.622
Leisure,Picnic spot,-122.517,47.624
Leisure,Picnic spot,-122.517,47.623
Leisure,Picnic spot,-122.517,47.622
Leisure,Picnic spot,-122.517,47.623
Leisure,Picnic spot,-122.517,47.623
Leisure,Picnic spot,-122.517,47.624
Leisure,Playground:Boat,-122.517,47.623
Leisure,Picnic spot,-122.516,47.623
Leisure,Park:Port of Bellingham Marine Park,-122.516,48.720
Leisure,Park:Manitou Park,-122.513,47.656
Leisure,Park:Government Island State Park,-122.510,45.578
Leisure,Park:Fay-Bainbridge State Park,-122.508,47.702
Leisure,Beach:Blue Heron Beach,-122.506,48.576
Leisure,Park:Agren Memorial Park,-122.501,47.450
Leisure,Park:Camano Island State Park,-122.500,48.129
Leisure,Park:Fairhaven Park,-122.497,48.713
Leisure,Park:Lowell Park,-122.496,48.727
Leisure,Park:Blake Island State Marine Park,-122.493,47.538
Leisure,Park:Rigney State Park,-122.486,47.190
Leisure,Park:Nike Site Park,-122.485,47.410
Leisure,Park:Arroya Park Reserve,-122.483,48.701
Leisure,Attraction:Mossyrock Community Center,-122.483,46.528
Leisure,Park:Sehome Hill Park,-122.481,48.733
Leisure,Park:Larrabee State Park,-122.477,48.658
Leisure,Park:West Lake Padden Park,-122.469,48.702
Leisure,Park:Ridgemont Park,-122.467,48.725
Leisure,Park:Holiday Park,-122.467,47.118
Leisure,Beach:Northilla Beach,-122.462,47.343
Leisure,Park:Northeast Vashon Park,-122.462,47.498
Leisure,Park:Lechtenberg Park,-122.459,45.638
Leisure,Park:Downer Field,-122.457,48.747
Leisure,Park:Burton Acres Park,-122.453,47.390
Leisure,Park:Tacoma Stadium,-122.449,47.267
Leisure,Park:Amboy Park,-122.449,45.914
Leisure,Park:Blue Lake Regional Park,-122.448,45.557
Leisure,Cinema:Grand Cinema,-122.445,47.258
Leisure,Park:Chinook Landing Marine Park,-122.443,45.560
Leisure,Park:Dave Mackie County Park,-122.441,47.942
Leisure,Theater:Pantages Theater,-122.440,47.255
Leisure,Park:Saint Clair Park,-122.438,48.756
Leisure,Park:Hockaday City Park,-122.438,45.551
Leisure,Park:Spanaway Park,-122.435,47.115
Leisure,Mooring line:Tacoma Sea Scout Base,-122.435,47.254
Leisure,Beach:Caledonia Beach,-122.431,47.309
Leisure,Park:East Lake Padden Park,-122.428,48.695
Leisure,Park:Whatcom Falls Park,-122.428,48.752
Leisure,Fishing,-122.427,47.320
Leisure,Park:Discovery Park,-122.418,47.657
Leisure,Park:Speelyai Picnic Area,-122.418,45.983
Leisure,Park:Bloede Donovan Park,-122.417,48.759
Leisure,Park:Samish Park,-122.413,48.672
Leisure,Park:Mayfair County Park,-122.412,47.134
Leisure,Park:Magnolia Park,-122.411,47.639
Leisure,Park:Mossyrock Park,-122.411,46.516
Leisure,Beach:Alki Beach,-122.410,47.579
Leisure,Theater:The Clyde,-122.409,48.041
Leisure,Park:Crown Park,-122.407,45.591
Leisure,Park:Dash Point State Park,-122.407,47.316
Leisure,Park,-122.406,47.672
Leisure,Park:Dawson Playfield,-122.406,47.176
Leisure,Attraction:Leif Erikson Statue,-122.406,47.680
Leisure,Park:Eastmont Place Park,-122.406,47.638
Leisure,Beach:Sundial Beach,-122.405,45.567
Leisure,Park:Me-Kwa-Mooks Park,-122.404,47.563
Leisure,Park,-122.402,47.576
Leisure,Recreation ground:Colman Pool,-122.401,47.530
Leisure,Theater:Magnolia Theater,-122.399,47.639
Leisure,Playground:Webster Playground,-122.396,47.677
Leisure,Park:Lincoln Park,-122.394,47.530
Leisure,Park:Swan Creek County Park,-122.392,47.226
Leisure,Park:Lacamas Park,-122.391,45.598
Leisure,Park:Moulton Falls Park,-122.390,45.828
Leisure,Park:Upland State Game Bird Habitat,-122.388,48.503
Leisure,Theater:Admiral Cinema,-122.387,47.582
Leisure,Cinema:Majestic Bay,-122.384,47.669
Leisure,Park:Edmonds Underwater Park,-122.384,47.814
Leisure,Park:Fauntleroy Park,-122.383,47.519
Leisure,Pier,-122.382,47.659
Leisure,Park:Skagit State Wildlife Recreation Area,-122.382,48.321
Leisure,Beach:Sunset Beach,-122.381,47.815
Leisure,Park,-122.380,47.563
Leisure,Park:Seola Park,-122.373,47.502
Leisure,Playground,-122.372,47.583
Leisure,Park:Carkeek Park,-122.372,47.710
Leisure,Park:West Seattle Recreation Center,-122.371,47.560
Leisure,Park,-122.368,47.680
Leisure,Park:Kinnear Park,-122.367,47.627
Leisure,Park:Myrtle Edwards Park,-122.363,47.620
Leisure,Park:Greenwood Triangle,-122.361,47.669
Leisure,Park:Yost Park,-122.361,47.808
Leisure,Park:Seahurst Park,-122.359,47.480
Leisure,Park:Rogers Park,-122.359,47.645
Leisure,Park:Pigeon Point Park,-122.359,47.561
Leisure,Park:Kings Garden,-122.357,47.767
Leisure,Park:Puget Park,-122.356,47.559
Leisure,Park:Highland Plc Park,-122.355,47.630
Leisure,Park:Maplewood Park,-122.351,47.820
Leisure,Park:Riverview Playfield,-122.350,47.539
Leisure,Playground,-122.349,47.628
Leisure,Attraction:Space Needle,-122.349,47.621
Leisure,Park:Gary Island Park,-122.348,45.555
Leisure,Park:Chelsea Park,-122.348,47.481
Leisure,Playground,-122.348,47.631
Leisure,Park:Pine Ridge Park,-122.348,47.811
Leisure,Park:Seaview Park,-122.346,47.826
Leisure,Park:Sierra Park,-122.346,47.826
Leisure,Park:MacLean Park,-122.345,47.636
Leisure,Park:Nature Trails Park,-122.345,47.432
Leisure,Park:Edgewater Park,-122.343,48.418
Leisure,Cinema:Oaktree,-122.343,47.702
Leisure,Cinema:Cinerama,-122.343,47.615
Leisure,Park:Waterfront Park,-122.342,47.607
Leisure,Park:Normandy Beach Park,-122.341,47.413
Leisure,Theater:Market Theater,-122.340,47.608
Leisure,Picnic spot,-122.339,47.698
Leisure,Picnic spot,-122.339,47.698
Leisure,Picnic spot,-122.339,47.698
Leisure,Picnic spot,-122.338,47.698
Leisure,Picnic spot,-122.338,47.699
Leisure,Picnic spot,-122.338,47.699
Leisure,Playground,-122.337,47.659
Leisure,Cinema:AMC Pacific Place 11,-122.335,47.613
Leisure,Theater:Fifth Avenue Theater,-122.335,47.610
Leisure,Playground,-122.334,47.627
Leisure,Theater:Regal Meridian 16,-122.334,47.612
Leisure,Park:Klondike Gold Rush National Historic Park,-122.333,47.600
Leisure,Playground,-122.332,47.629
Leisure,Park:Freeway Park,-122.331,47.593
Leisure,Beach:Des Moines Beach,-122.330,47.404
Leisure,Beach,-122.329,47.680
Leisure,Fountain,-122.329,47.602
Leisure,Park:Donovan State Park,-122.328,48.595
Leisure,Park:Hillcrest Park,-122.327,48.409
Leisure,Park:Fairview Walkway,-122.327,47.633
Leisure,Park:Thomas Street Mini Park,-122.326,47.621
Leisure,Park:Mosier Memorial Park,-122.326,47.465
Leisure,Fishing,-122.325,47.349
Leisure,Theater:Nippon Kan Theater,-122.325,47.601
Leisure,Cinema:Thorton Creek Cinema,-122.325,47.703
Leisure,Cinema:Egyptian Theatre,-122.322,47.615
Leisure,Cinema:Harvard Exit Theatre,-122.322,47.625
Leisure,Beach:Tulalip Shores,-122.321,48.083
Leisure,Park:Des Moines Park,-122.321,47.405
Leisure,Park:Boylston Place,-122.321,47.610
Leisure,Fountain,-122.319,47.618
Leisure,Park:Christie Park,-122.319,47.658
Leisure,Playground,-122.319,47.617
Leisure,Park:Doctor Jose Rizal Park,-122.318,47.593
Leisure,Cinema:Landmark Metro Cinemas,-122.318,47.662
Leisure,Park:Lincoln Park,-122.318,47.617
Leisure,Cinema:Landmark Seven Gables,-122.318,47.665
Leisure,Park:Pinehurst Playground,-122.316,47.717
Leisure,Park:Volunteer Park,-122.316,47.630
Leisure,Cinema:Cinebarre,-122.315,47.779
Leisure,Mooring line:Boat Street Marina,-122.314,47.651
Leisure,Theater:University of Washington Instructional Center Theater,-122.314,47.655
Leisure,Cinema:Landmark Neptune,-122.314,47.661
Leisure,Theater:University of Washington Playhouse Theater,-122.314,47.657
Leisure,Cinema:Landmark Varsity,-122.313,47.660
Leisure,Park:Cowen Park,-122.313,47.673
Leisure,Cinema:Grand Illusion,-122.313,47.665
Leisure,Park,-122.312,47.579
Leisure,Park:Sunset Park,-122.312,47.480
Leisure,Park:Interlaken Park,-122.309,47.636
Leisure,Park:Hamlin Park,-122.309,47.747
Leisure,Theater:Hughes Penthouse Theater,-122.308,47.661
Leisure,Park:Denny Yard,-122.308,47.658
Leisure,Park:Drumheller Fountain,-122.308,47.654
Leisure,Park:University of Washington Quad,-122.308,47.657
Leisure,Cinema:Century Federal Way,-122.308,47.313
Leisure,Park:Ravenna Park,-122.307,47.672
Leisure,Playground,-122.306,47.622
Leisure,Park:The Glads Sculpture Garden,-122.306,47.648
Leisure,Park:Judge Charles M. Stokes Overlook,-122.306,47.592
Leisure,Playground,-122.305,47.589
Leisure,Park:University of Washington Stadium,-122.302,47.650
Leisure,Park:University of Washington Tennis Courts,-122.301,47.653
Leisure,Park:Wormald State Park,-122.301,45.811
Leisure,Park:Jimi Hendrix Park,-122.301,47.589
Leisure,Park:Intramural Sports Field Number 3,-122.301,47.655
Leisure,Park:Charles Lathrop Pack Experimental and Demonstration Forest,-122.300,46.839
Leisure,Park:University of Washington Womens Soccer Field,-122.300,47.649
Leisure,Park:Hilltop Park,-122.300,47.490
Leisure,Park:University of Washington Baseball Stadium,-122.299,47.655
Leisure,Park:Sam Smith Park,-122.299,47.589
Leisure,Park:University of Washington Soccer Field,-122.298,47.656
Leisure,Park:Washington Park,-122.296,47.639
Leisure,Park:University of Washington Intramural Sports Field Number 1,-122.295,47.660
Leisure,Park:Pioneer Ball Park,-122.295,47.060
Leisure,Park,-122.295,47.688
Leisure,Park:Union Bay Natural Area,-122.293,47.655
Leisure,Park:Fort Malone Historical Marker,-122.293,47.204
Leisure,Garden:Goodfellow Grove,-122.291,47.658
Leisure,Recreation ground:York Playground,-122.291,47.573
Leisure,Park:Frink Park,-122.290,47.599
Leisure,Park:Leschi Park,-122.289,47.601
Leisure,Park:Linda Heights Park,-122.289,47.380
Leisure,Playground,-122.288,47.726
Leisure,Beach:Mount Baker Beach,-122.288,47.583
Leisure,Park:Nelson Park,-122.287,47.363
Leisure,Playground,-122.287,47.558
Leisure,Park:Lake Washington Boulevard Park,-122.286,47.582
Leisure,Park:Grandview Park,-122.286,47.399
Leisure,Park:Wenberg County Park,-122.286,48.137
Leisure,Theater:Columbia City Cinema,-122.285,47.559
Leisure,Playground:Bryant Playground,-122.283,47.675
Leisure,Playground,-122.283,47.565
Leisure,Playground,-122.283,47.561
Leisure,Park:Edgewood Community Park,-122.282,47.235
Leisure,Park:View Ridge Park,-122.281,47.680
Leisure,Park:Stoneway Park,-122.280,47.407
Leisure,Playground,-122.280,47.563
Leisure,Park:Genesee Park,-122.279,47.563
Leisure,Playground,-122.278,47.565
Leisure,Picnic spot,-122.278,47.566
Leisure,Park:Sayres Memorial Park,-122.277,47.571
Leisure,Playground,-122.277,47.536
Leisure,Playground,-122.276,47.555
Leisure,Park:Valley Ridge Park,-122.276,47.437
Leisure,Park:Lake Fenwick Park,-122.275,47.368
Leisure,Park:Matthews Beach Park,-122.274,47.697
Leisure,Playground,-122.274,47.697
Leisure,Park:Goat Marsh Research Natural Area,-122.273,46.164
Leisure,Park:Glacier View Park,-122.273,46.870
Leisure,Playground,-122.270,47.559
Leisure,Park:Columbia Park,-122.269,47.558
Leisure,Park:Windermere Park,-122.267,47.665
Leisure,Park:Riverfront Park,-122.266,47.384
Leisure,Mooring line:Lakewood Moorage,-122.266,47.563
Leisure,Park:Anderson Park,-122.265,47.410
Leisure,Playground,-122.264,47.524
Leisure,Beach:Pritchard Island Beach,-122.263,47.530
Leisure,Park:Log Boom Park,-122.262,47.758
Leisure,Park:Downey Bridge Monument,-122.262,47.378
Leisure,Park:Fletcher Place,-122.261,47.519
Leisure,Park:Saint Edward State Park,-122.257,47.730
Leisure,Playground,-122.256,47.549
Leisure,Picnic spot:Shelter 1,-122.256,47.549
Leisure,Picnic spot:Shelter 3,-122.255,47.552
Leisure,Playground,-122.254,47.551
Leisure,Attraction:Magnuson Park,-122.254,47.680
Leisure,Park:Magnuson Park,-122.254,47.680
Leisure,Picnic spot:Shelter 2,-122.252,47.549
Leisure,Park:Tukwila Park,-122.251,47.465
Leisure,Park:Fort Dent Athletic Center,-122.249,47.472
Leisure,Picnic spot:Shelter 4,-122.249,47.551
Leisure,Picnic spot:Shelter 5,-122.249,47.552
Leisure,Park:O O Denny Park,-122.249,47.710
Leisure,Park:Seward Park,-122.249,47.553
Leisure,Park:Pierce Park,-122.248,47.753
Leisure,Park:Roanoke Landing,-122.246,47.596
Leisure,Park:First Hill Park,-122.243,47.582
Leisure,Park,-122.243,47.596
Leisure,Park:Skyway Park,-122.243,47.494
Leisure,Cinema,-122.241,47.299
Leisure,Cinema:Regal Auburn Stadium 17,-122.241,47.299
Leisure,Park:Big Finn Hill Park,-122.240,47.715
Leisure,Park:Community Park,-122.239,47.616
Leisure,Park:Loyalty Park,-122.237,47.199
Leisure,Park:Fairweather Park,-122.237,47.638
Leisure,Park:Mercerdale Field,-122.235,47.581
Leisure,Theater,-122.234,47.880
Leisure,Cinema:AMC Kent Station,-122.234,47.385
Leisure,Park:Forest Landing,-122.233,47.568
Leisure,Park:Seibenthaller Park,-122.233,47.209
Leisure,Playground,-122.233,47.621
Leisure,Park:Miller Landing,-122.230,47.560
Leisure,Park:City Dock,-122.228,47.612
Leisure,Park:Earlington Park,-122.228,47.481
Leisure,Park:Inglemoor County Park,-122.226,47.737
Leisure,Park:Luther Burbank Park,-122.225,47.592
Leisure,Park:Island Crest Park,-122.224,47.551
Leisure,Park:Terminal Park,-122.224,47.296
Leisure,Pier,-122.223,47.586
Leisure,Park:Pioneer Park,-122.221,47.544
Leisure,Park:Forest Park,-122.221,47.961
Leisure,Cinema:Regal Cinemas East Valley 13,-122.221,47.445
Leisure,Park:Beverly Park,-122.221,47.930
Leisure,Park:North Green River Park,-122.220,47.366
Leisure,Park:Clyde Beach Park,-122.218,47.614
Leisure,Playground,-122.218,47.615
Leisure,Park:Hollerbach Park,-122.217,47.566
Leisure,Park:Kiwanis Park,-122.217,47.690
Leisure,Park:Les Grove Park,-122.216,47.300
Leisure,Park:Cedar Lanes Park,-122.215,47.286
Leisure,Park:Juanita Beach Park,-122.215,47.705
Leisure,Park:Falmer Field,-122.215,47.313
Leisure,Park:Brannan Park,-122.214,47.333
Leisure,Cinema,-122.213,47.909
Leisure,Park:Riverside County Park,-122.212,47.187
Leisure,Park:Triangle Park,-122.212,47.376
Leisure,Park:Ballard Park,-122.211,47.275
Leisure,Park:Meydenbauer Park,-122.211,47.612
Leisure,Park:Morningside Park,-122.211,47.648
Leisure,Park:Scotch Brown Park,-122.211,47.315
Leisure,Park:Dykstra Park,-122.211,47.327
Leisure,Park:Burrows Landing Park,-122.210,47.597
Leisure,Park:Renton Stadium,-122.210,47.488
Leisure,Mooring line,-122.209,47.674
Leisure,Park:Talbot Hill Park,-122.208,47.458
Leisure,Park:Northwest Community Center Park,-122.208,47.632
Leisure,Mooring line,-122.208,47.655
Leisure,Park:Goddard Park,-122.208,47.617
Leisure,Park:Mary Murphey Park,-122.208,47.764
Leisure,Picnic spot,-122.207,47.796
Leisure,Park:Marsh Park,-122.207,47.666
Leisure,Park:Houghton Beach Park,-122.207,47.660
Leisure,Park:William Penn Park,-122.206,47.773
Leisure,Park:Isaac Evans Park,-122.206,47.328
Leisure,Park:East Hill Park,-122.206,47.393
Leisure,Park:Chesterfield Park,-122.205,47.588
Leisure,Park:Beaux Arts Park,-122.205,47.585
Leisure,Park:Wildwood Park,-122.205,47.609
Leisure,Park:Killarney Glen Park,-122.203,47.594
Leisure,Park:Gene Coulon Memorial Beach Park,-122.203,47.510
Leisure,Park:Spring Hills Park,-122.202,47.637
Leisure,Park:North Towne Park,-122.201,47.635
Leisure,Playground,-122.201,47.280
Leisure,Picnic spot,-122.197,47.793
Leisure,Park:Enatai Park,-122.197,47.587
Leisure,Park:Auburn Rotary Park,-122.197,47.286
Leisure,Park:Enatai Beach Park,-122.197,47.579
Leisure,Fountain,-122.197,47.617
Leisure,Park:Phillip Arnold Park,-122.196,47.472
Leisure,Playground,-122.196,47.617
Leisure,Picnic spot:picnic table,-122.195,47.803
Leisure,Park:Hidden Valley Sports Park,-122.195,47.628
Leisure,Park:Bovee Park,-122.195,47.624
Leisure,Park:Edith Moulton Park,-122.194,47.723
Leisure,Park:Robert E McCormick Park,-122.194,47.621
Leisure,Park:Blue Stilly Park,-122.192,48.198
Leisure,Park:Kennydale Lions Park,-122.190,47.514
Leisure,Park:Bellefields Nature Park,-122.189,47.594
Leisure,Park:Riverdale Park,-122.187,47.995
Leisure,Park:Sweyolocken Park,-122.187,47.582
Leisure,Park:Lea Hill Park,-122.185,47.328
Leisure,Park:Bridal Veil Falls State Park,-122.185,45.553
Leisure,Park:Mount Saint Helens National Volcanic Monument,-122.185,46.233
Leisure,Park:May Creek Park,-122.183,47.517
Leisure,Park:Hazelwood Park,-122.180,47.537
Leisure,Park:Tiffany Park,-122.178,47.461
Leisure,Park:E Norway Hill Park,-122.177,47.739
Leisure,Theater:Totem Lake Cinema,-122.177,47.712
Leisure,Park:Cascade Park,-122.175,47.458
Leisure,Park:Boulevard Lane Park,-122.175,47.436
Leisure,Park:Cherry Crest Park,-122.173,47.641
Leisure,Park:Coal Creek Park,-122.172,47.555
Leisure,Park:South Rose Hill Park,-122.170,47.668
Leisure,Park:Glenoma Community Park,-122.170,46.507
Leisure,Park:Lake Tapps County Park,-122.168,47.242
Leisure,Park:Woodridge Park,-122.167,47.591
Leisure,Park:Allan Yorke City Park,-122.167,47.191
Leisure,Park:Mark Twain Park,-122.166,47.696
Leisure,Park:Renton Park,-122.165,47.450
Leisure,Park:Bannerwood Park,-122.163,47.596
Leisure,Park:Kelsey Creek Park,-122.163,47.603
Leisure,Park:Dalton Point State Recreation Site,-122.161,45.571
Leisure,Park:Sunset Ravine Park,-122.160,47.576
Leisure,Attraction:Silver Lake Winery,-122.156,47.737
Leisure,Park:Soos Creek Park,-122.155,47.396
Leisure,Cinema:AMC Woodinville,-122.154,47.756
Leisure,Attraction:Novelty Hill Winery,-122.154,47.735
Leisure,Park:Bellevue Highlands Park,-122.153,47.626
Leisure,Attraction:Columbia Winery,-122.152,47.734
Leisure,Attraction:Chateau St. Michelle Winery,-122.151,47.730
Leisure,Park:Arlington Airport Park,-122.150,48.165
Leisure,Attraction:Red Hook Brewery,-122.148,47.734
Leisure,Park:Eastgate Park,-122.146,47.569
Leisure,Park:Seattle International Raceway,-122.145,47.321
Leisure,Park:Gold Creek Tennis and Sports Club,-122.145,47.740
Leisure,Park:Lake Youngs Park,-122.145,47.428
Leisure,Park:Grass Lawn Park,-122.144,47.670
Leisure,Park:Sammamish River Regional Park,-122.142,47.705
Leisure,Park:Lake Meridian Park,-122.140,47.363
Leisure,Park:Robinswood Park,-122.140,47.587
Leisure,Attraction:DeLille Cellars,-122.137,47.728
Leisure,Fountain,-122.136,47.627
Leisure,Park:Lake Hills Green Belt Park,-122.136,47.600
Leisure,Park:Westside Park,-122.131,47.660
Leisure,Park:Haller Bridge Park,-122.129,48.203
Leisure,Park:Hillaire Park,-122.129,47.615
Leisure,Park:Historical Marker Connels Prairie Battle,-122.127,47.189
Leisure,Fountain,-122.127,47.640
Leisure,Park:Benson State Park,-122.126,45.579
Leisure,Cinema:Bella Bottega,-122.123,47.681
Leisure,Park:Lake Hills Park,-122.122,47.598
Leisure,Park:Twin Rivers Park,-122.122,48.204
Leisure,Theater,-122.118,47.479
Leisure,Playground,-122.116,47.637
Leisure,Park:Weowna Beach Park,-122.114,47.596
